Row_ID,Order_ID,Customer_ID,Product_ID,Delivery_ID,Sales
36,CA-2016-137974,LL-16840,FUR-BO-10001519,36,"523,26"
37,CA-2017-157707,CC-12610,FUR-BO-10001567,37,"90,882"
38,CA-2015-144666,JP-15520,FUR-BO-10001601,38,"222,666"
39,US-2018-133200,DB-13555,FUR-BO-10001601,39,"623,4648"
40,CA-2018-159149,CR-12820,FUR-BO-10001601,40,"89,0664"
41,CA-2015-166863,SC-20020,FUR-BO-10001608,41,"193,0656"
42,US-2017-106600,RM-19375,FUR-BO-10001608,42,"354,9"
43,US-2018-167402,CP-12085,FUR-BO-10001608,43,"212,94"
44,CA-2016-137925,JL-15235,FUR-BO-10001608,44,"681,408"
45,CA-2016-143364,TG-21310,FUR-BO-10001608,45,"127,764"
46,CA-2018-131954,DS-13030,FUR-BO-10001619,46,"84,98"
47,CA-2017-123533,SC-20050,FUR-BO-10001619,47,"339,92"
48,CA-2017-152156,CG-12520,FUR-BO-10001798,48,"261,96"
49,CA-2017-117681,HF-14995,FUR-BO-10001798,49,"556,665"
50,CA-2018-159793,SV-20365,FUR-BO-10001798,50,"130,98"
51,CA-2018-110198,AG-10900,FUR-BO-10001798,51,"314,352"
52,CA-2017-102981,MO-17500,FUR-BO-10001811,52,"722,352"
53,US-2018-132059,AP-10915,FUR-BO-10001811,53,"180,588"
54,CA-2017-147137,AA-10645,FUR-BO-10001811,54,"1279,165"
55,CA-2018-115105,BD-11770,FUR-BO-10001811,55,"240,784"
56,CA-2016-133585,CM-12715,FUR-BO-10001811,56,"1227,9984"
57,CA-2018-142461,KT-16480,FUR-BO-10001811,57,"204,6664"
58,CA-2016-130183,PO-18850,FUR-BO-10001811,58,"613,9992"
59,CA-2018-144491,CJ-12010,FUR-BO-10001811,59,"1023,332"
60,US-2018-121251,GM-14440,FUR-BO-10001918,60,"257,568"
61,CA-2017-123337,KD-16495,FUR-BO-10001918,61,"273,666"
62,CA-2016-162950,DW-13585,FUR-BO-10001918,62,"482,94"
63,CA-2018-117457,KH-16510,FUR-BO-10001972,63,"1336,829"
64,CA-2018-167381,EH-14005,FUR-BO-10001972,64,"241,96"
65,CA-2015-146591,TS-21340,FUR-BO-10001972,65,"181,47"
66,CA-2018-141117,JK-16090,FUR-BO-10001972,66,"217,764"
67,CA-2018-143378,JR-16210,FUR-BO-10001972,67,"72,588"
68,US-2015-127978,JS-15595,FUR-BO-10001972,68,"302,45"
69,US-2018-132031,PN-18775,FUR-BO-10001972,69,"387,136"
70,CA-2017-106383,BT-11440,FUR-BO-10002202,70,"72,294"
71,CA-2018-124674,JB-16000,FUR-BO-10002202,71,"327,7328"
72,CA-2018-140585,RA-19915,FUR-BO-10002206,72,"119,833"
73,CA-2016-164882,SG-20080,FUR-BO-10002213,73,"425,833"
74,US-2016-126977,PF-19120,FUR-BO-10002213,74,"2003,92"
75,CA-2015-128209,GT-14710,FUR-BO-10002213,75,"4007,84"
76,CA-2015-125997,MW-18220,FUR-BO-10002213,76,"801,568"
77,CA-2018-116127,SB-20185,FUR-BO-10002213,77,"400,784"
78,CA-2017-107104,MS-17365,FUR-BO-10002213,78,"3406,664"
79,US-2017-135923,CM-11935,FUR-BO-10002214,79,"451,136"
80,CA-2016-148635,MH-18025,FUR-BO-10002214,80,"704,9"
81,US-2018-133312,BD-11500,FUR-BO-10002214,81,"359,499"
82,US-2016-145422,PW-19240,FUR-BO-10002214,82,"359,499"
83,CA-2017-138520,JL-15505,FUR-BO-10002268,83,"388,704"
84,CA-2018-135692,CV-12805,FUR-BO-10002268,84,"220,2656"
85,US-2016-165743,MM-18055,FUR-BO-10002268,85,"145,764"
86,CA-2016-117415,SN-20710,FUR-BO-10002545,86,"532,3992"
87,CA-2016-102281,MP-17470,FUR-BO-10002545,87,"626,352"
88,CA-2017-155516,MK-17905,FUR-BO-10002545,88,"1043,92"
89,CA-2018-121888,CL-11890,FUR-BO-10002545,89,"782,94"
90,CA-2016-111514,SC-20260,FUR-BO-10002545,90,"1552,831"
91,US-2016-122784,RA-19915,FUR-BO-10002545,91,"913,43"
92,CA-2015-155796,TS-21430,FUR-BO-10002545,92,"521,96"
93,US-2017-100461,JO-15145,FUR-BO-10002545,93,"1565,88"
94,CA-2016-115511,NW-18400,FUR-BO-10002598,94,"141,96"
95,CA-2016-156482,IL-15100,FUR-BO-10002598,95,"283,92"
96,CA-2018-143574,DR-12880,FUR-BO-10002598,96,"638,82"
97,CA-2017-113425,JK-16120,FUR-BO-10002598,97,"113,568"
98,CA-2018-166926,SO-20335,FUR-BO-10002598,98,"141,96"
99,CA-2016-102281,MP-17470,FUR-BO-10002613,87,"899,136"
100,US-2016-103471,JR-15670,FUR-BO-10002613,100,"590,058"
101,CA-2015-150245,PC-18745,FUR-BO-10002613,101,"1573,488"
102,CA-2018-142342,AJ-10795,FUR-BO-10002613,102,"1194,165"
103,CA-2016-113152,JK-15625,FUR-BO-10002613,103,"449,568"
104,CA-2017-148747,AS-10045,FUR-BO-10002613,104,"477,666"
105,CA-2018-154907,DS-13180,FUR-BO-10002824,105,"205,3328"
106,CA-2016-146087,PP-18955,FUR-BO-10002824,106,"301,96"
107,CA-2018-140872,NR-18550,FUR-BO-10002824,107,"241,568"
108,CA-2017-143749,AG-10300,FUR-BO-10002853,108,"81,94"
109,CA-2017-159912,GB-14530,FUR-BO-10002853,109,"163,88"
110,CA-2016-103870,SP-20860,FUR-BO-10002853,110,"131,104"
111,CA-2017-166772,HJ-14875,FUR-BO-10002853,111,"163,88"
112,US-2015-134733,BM-11650,FUR-BO-10002916,112,"435,999"
113,CA-2016-105627,DK-12895,FUR-BO-10002916,113,"512,94"
114,CA-2015-111192,TS-21430,FUR-BO-10002916,114,"1367,84"
115,CA-2016-130974,MA-17560,FUR-BO-10002916,115,"170,98"
116,CA-2018-165386,CM-12190,FUR-BO-10003034,116,"183,372"
117,CA-2018-141873,HG-14845,FUR-BO-10003034,117,"314,352"
118,CA-2018-130764,JO-15145,FUR-BO-10003034,118,"556,665"
119,CA-2015-157147,BD-11605,FUR-BO-10003034,119,"333,999"
120,CA-2017-106243,GM-14680,FUR-BO-10003034,120,"523,92"
121,CA-2016-130785,AG-10900,FUR-BO-10003159,1,"293,199"
122,CA-2016-138534,JM-15535,FUR-BO-10003159,122,"195,466"
123,CA-2017-145303,TP-21415,FUR-BO-10003159,123,"156,3728"
124,CA-2018-111556,CD-11920,FUR-BO-10003159,124,"183,968"
125,CA-2015-119151,MP-18175,FUR-BO-10003159,125,"275,952"
126,CA-2018-117324,JP-15520,FUR-BO-10003159,126,"459,92"
127,US-2017-147711,HF-14995,FUR-BO-10003159,127,"344,94"
128,CA-2015-112158,DP-13165,FUR-BO-10003272,128,"883,92"
129,US-2017-112977,CJ-12010,FUR-BO-10003272,129,"176,784"
130,US-2015-112914,MT-18070,FUR-BO-10003272,130,"300,5328"
131,CA-2016-141243,AH-10465,FUR-BO-10003272,131,"1352,3976"
132,CA-2017-119865,AS-10090,FUR-BO-10003272,132,"353,568"
133,CA-2015-151946,BT-11440,FUR-BO-10003272,133,"353,568"
134,CA-2018-112515,AS-10225,FUR-BO-10003404,134,"1292,94"
135,CA-2018-150091,NP-18670,FUR-BO-10003404,135,"2154,9"
136,CA-2016-115847,TC-21535,FUR-BO-10003433,136,"61,96"
137,US-2018-126060,DW-13585,FUR-BO-10003433,137,"198,272"
138,CA-2015-149524,BS-11590,FUR-BO-10003433,138,"61,96"
139,CA-2018-143259,PO-18865,FUR-BO-10003441,139,"323,136"
140,CA-2017-115574,BP-11185,FUR-BO-10003441,140,"141,372"
141,CA-2018-131233,CS-12355,FUR-BO-10003441,141,"242,352"
142,CA-2017-108735,JM-15535,FUR-BO-10003441,142,"257,499"
143,CA-2018-113873,KE-16420,FUR-BO-10003441,143,"205,9992"
144,CA-2018-104731,AM-10705,FUR-BO-10003441,144,"302,94"
145,US-2017-114174,AP-10720,FUR-BO-10003450,145,"173,94"
146,CA-2016-104346,IM-15070,FUR-BO-10003450,146,"69,576"
147,CA-2017-160108,AG-10900,FUR-BO-10003450,147,"405,86"
148,CA-2018-159464,TB-21355,FUR-BO-10003546,148,"302,94"
149,CA-2017-163776,JS-16030,FUR-BO-10003546,149,"504,9"
150,CA-2015-163468,JK-15730,FUR-BO-10003546,150,"424,116"
151,US-2018-112347,BS-11380,FUR-BO-10003546,151,"242,352"
152,CA-2018-119578,JG-15310,FUR-BO-10003660,152,"220,98"
153,CA-2016-133445,JF-15490,FUR-BO-10003660,153,"66,294"
154,CA-2018-104885,DB-13555,FUR-BO-10003660,154,"441,96"
155,CA-2016-130456,DS-13180,FUR-BO-10003893,155,"586,398"
156,CA-2017-164770,MY-18295,FUR-BO-10003893,156,"781,864"
157,CA-2018-149881,NC-18535,FUR-BO-10003894,157,"482,664"
158,US-2017-104815,RB-19570,FUR-BO-10003894,158,"198,744"
159,CA-2017-163972,MG-17890,FUR-BO-10003894,159,"120,666"
160,CA-2018-104003,DC-13285,FUR-BO-10003965,160,"307,666"
161,CA-2016-105690,CA-11965,FUR-BO-10003965,161,"246,1328"
162,CA-2018-124765,HZ-14950,FUR-BO-10003965,162,"723,92"
163,CA-2016-135251,RP-19270,FUR-BO-10003965,163,"369,1992"
164,US-2016-123218,KD-16345,FUR-BO-10003966,164,"359,058"
165,CA-2015-115161,LC-17050,FUR-BO-10003966,165,"290,666"
166,CA-2018-109393,JC-15775,FUR-BO-10003966,166,"435,999"
167,CA-2017-140935,AB-10015,FUR-BO-10003966,167,"341,96"
168,CA-2018-161480,RA-19285,FUR-BO-10004015,168,"191,984"
169,US-2017-108504,PP-18955,FUR-BO-10004015,169,"239,98"
170,CA-2018-124086,MP-18175,FUR-BO-10004015,170,"203,983"
171,CA-2018-122994,MV-17485,FUR-BO-10004015,171,"359,97"
172,CA-2018-112753,CC-12670,FUR-BO-10004015,172,"917,9235"
173,CA-2017-127236,TB-21595,FUR-BO-10004015,173,"299,975"
174,CA-2016-100146,CB-12535,FUR-BO-10004015,174,"509,9575"
175,CA-2015-119144,JD-16150,FUR-BO-10004015,175,"305,9745"
176,CA-2018-135377,BP-11095,FUR-BO-10004015,176,"287,976"
177,CA-2016-167010,VT-21700,FUR-BO-10004218,177,"352,45"
178,US-2017-108497,MH-17290,FUR-BO-10004218,178,"599,165"
179,US-2018-153255,JK-15730,FUR-BO-10004218,179,"239,666"
180,CA-2015-111871,EK-13795,FUR-BO-10004218,180,"1198,33"
181,CA-2017-123512,MV-18190,FUR-BO-10004218,181,"239,666"
182,CA-2015-120411,SB-20185,FUR-BO-10004218,182,"493,43"
183,CA-2015-113271,DS-13030,FUR-BO-10004218,183,"119,833"
184,CA-2016-147788,TM-21010,FUR-BO-10004357,184,"1406,86"
185,CA-2016-168207,LT-17110,FUR-BO-10004357,185,"512,499"
186,CA-2017-130911,DC-12850,FUR-BO-10004357,186,"301,47"
187,CA-2016-153717,DL-13495,FUR-BO-10004360,187,"160,98"
188,CA-2018-106432,CA-12265,FUR-BO-10004360,188,"328,3992"
189,US-2016-157014,BM-11785,FUR-BO-10004409,189,"35,49"
190,CA-2016-114237,MC-17275,FUR-BO-10004409,190,"141,96"
191,CA-2016-126137,BS-11755,FUR-BO-10004409,191,"120,666"
192,CA-2017-162082,JS-15880,FUR-BO-10004409,192,"241,332"
193,CA-2015-167997,CA-11965,FUR-BO-10004409,193,"141,96"
194,CA-2017-107783,OT-18730,FUR-BO-10004409,194,"177,45"
195,CA-2015-168494,NP-18700,FUR-BO-10004467,195,"254,9745"
196,CA-2018-142622,JK-15625,FUR-BO-10004467,196,"199,98"
197,US-2017-146794,SH-19975,FUR-BO-10004467,197,"424,9575"
198,CA-2016-115798,KL-16645,FUR-BO-10004467,198,"299,97"
199,US-2018-139647,TS-21370,FUR-BO-10004467,199,"209,979"
200,CA-2018-105991,LH-17020,FUR-BO-10004467,200,"89,991"
201,US-2015-159618,DB-12970,FUR-BO-10004467,201,"67,9932"
202,CA-2015-114181,AF-10885,FUR-BO-10004467,202,"349,965"
203,US-2016-122784,RA-19915,FUR-BO-10004690,91,"384,944"
204,CA-2016-103954,HR-14770,FUR-BO-10004690,204,"687,4"
205,CA-2016-146262,VW-21775,FUR-BO-10004695,205,"452,45"
206,CA-2017-137050,SW-20755,FUR-BO-10004695,206,"579,136"
207,CA-2018-138975,SC-20380,FUR-BO-10004695,207,"1628,82"
208,US-2016-147242,EH-13765,FUR-BO-10004695,208,"361,96"
209,CA-2017-113845,FA-14230,FUR-BO-10004695,209,"289,568"
210,CA-2016-121188,CB-12025,FUR-BO-10004695,210,"307,666"
211,CA-2017-162355,PF-19165,FUR-BO-10004695,211,"1266,86"
212,CA-2017-110772,NZ-18565,FUR-BO-10004709,212,"86,97"
213,CA-2018-136539,GH-14665,FUR-BO-10004709,213,"78,8528"
214,CA-2016-105102,BM-11575,FUR-BO-10004709,214,"46,384"
215,US-2016-149629,MP-17965,FUR-BO-10004709,215,"231,92"
216,CA-2017-160304,BM-11575,FUR-BO-10004709,216,"173,94"
217,US-2018-115301,VG-21790,FUR-BO-10004709,217,"115,96"
218,US-2018-134642,SW-20245,FUR-BO-10004709,218,"231,92"
219,CA-2018-159226,RL-19615,FUR-BO-10004709,219,"344,981"
220,CA-2018-161340,AM-10360,FUR-BO-10004709,220,"115,96"
221,US-2016-150630,TB-21520,FUR-BO-10004834,221,"3083,43"
222,CA-2017-108987,AG-10675,FUR-BO-10004834,222,"2396,2656"
223,US-2016-126977,PF-19120,FUR-BO-10004834,74,"4228,704"
224,US-2018-109316,MG-17680,FUR-BO-10004834,224,"1497,666"
225,CA-2016-117086,QJ-19255,FUR-BO-10004834,225,"4404,9"
226,CA-2018-155705,NF-18385,FUR-CH-10000015,226,"866,4"
227,CA-2018-105214,TS-21610,FUR-CH-10000015,227,"1212,96"
228,CA-2015-150798,JK-15730,FUR-CH-10000015,228,"909,72"
229,CA-2016-115567,ZC-21910,FUR-CH-10000015,229,"1516,2"
230,CA-2017-118514,LC-17050,FUR-CH-10000015,230,"866,4"
231,CA-2015-152100,VW-21775,FUR-CH-10000015,231,"1212,96"
232,CA-2018-167094,DK-12835,FUR-CH-10000155,232,"478,48"
233,CA-2018-143245,AD-10180,FUR-CH-10000155,233,"897,15"
234,US-2018-152492,AH-10585,FUR-CH-10000155,234,"239,24"
235,CA-2015-147543,BC-11125,FUR-CH-10000155,235,"478,48"
236,CA-2015-117464,NP-18325,FUR-CH-10000155,236,"717,72"
237,US-2015-110674,SC-20095,FUR-CH-10000225,237,"129,568"
238,CA-2015-136644,SC-20575,FUR-CH-10000225,238,"647,84"
239,CA-2017-143910,BC-11125,FUR-CH-10000225,239,"145,764"
240,CA-2018-166695,CC-12430,FUR-CH-10000225,240,"518,272"
241,CA-2018-168389,DV-13045,FUR-CH-10000225,241,"64,784"
242,CA-2017-163594,JF-15295,FUR-CH-10000225,242,"194,352"
243,US-2016-163433,MP-17965,FUR-CH-10000225,243,"56,686"
244,CA-2015-157924,HA-14920,FUR-CH-10000229,244,"433,568"
245,CA-2018-163006,GH-14410,FUR-CH-10000229,245,"569,058"
246,CA-2017-163328,TP-21565,FUR-CH-10000229,246,"650,352"
247,CA-2017-120824,AW-10930,FUR-CH-10000229,247,"379,372"
248,CA-2016-124450,GT-14710,FUR-CH-10000309,248,"1267,53"
249,CA-2016-158421,GB-14575,FUR-CH-10000309,249,"1690,04"
250,CA-2017-158778,DB-13210,FUR-CH-10000309,250,"887,271"
251,CA-2017-138968,FC-14335,FUR-CH-10000309,251,"1352,032"
252,CA-2018-153045,NS-18505,FUR-CH-10000309,252,"887,271"
253,CA-2018-155880,JD-16150,FUR-CH-10000422,253,"90,99"
254,CA-2015-109232,ND-18370,FUR-CH-10000422,254,"545,94"
255,CA-2016-133445,JF-15490,FUR-CH-10000422,153,"291,168"
256,CA-2016-126739,JH-16180,FUR-CH-10000422,256,"327,564"
257,CA-2018-160122,RD-19930,FUR-CH-10000422,257,"127,386"
258,US-2015-155544,GM-14440,FUR-CH-10000422,258,"218,376"
259,CA-2017-150483,BP-11290,FUR-CH-10000422,259,"191,079"
260,CA-2018-113460,KN-16390,FUR-CH-10000422,260,"272,97"
261,CA-2016-130848,DG-13300,FUR-CH-10000422,261,"582,336"
262,CA-2017-152156,CG-12520,FUR-CH-10000454,48,"731,94"
263,CA-2017-114489,JE-16165,FUR-CH-10000454,263,"1951,84"
264,CA-2015-154963,AA-10645,FUR-CH-10000454,264,"853,93"
265,CA-2017-120530,Dl-13600,FUR-CH-10000454,265,"658,746"
266,CA-2015-107818,MC-17275,FUR-CH-10000454,266,"975,92"
267,CA-2018-143567,TB-21175,FUR-CH-10000454,267,"975,92"
268,CA-2017-111213,FP-14320,FUR-CH-10000454,268,"1317,492"
269,CA-2015-132451,KF-16285,FUR-CH-10000454,269,"585,552"
270,CA-2017-124590,SP-20920,FUR-CH-10000454,270,"1537,074"
271,CA-2018-108035,TT-21070,FUR-CH-10000454,271,"390,368"
272,CA-2017-105746,BD-11605,FUR-CH-10000454,272,"170,786"
273,CA-2018-105823,RB-19465,FUR-CH-10000454,273,"487,96"
274,US-2016-134026,JE-15745,FUR-CH-10000513,274,"831,936"
275,CA-2015-120768,IM-15070,FUR-CH-10000513,275,"1819,86"
276,CA-2016-168746,SV-20365,FUR-CH-10000513,276,"181,986"
277,US-2018-142573,ML-17410,FUR-CH-10000513,277,"311,976"
278,US-2017-153815,KL-16555,FUR-CH-10000513,278,"207,984"
279,US-2018-150595,LE-16810,FUR-CH-10000513,279,"181,986"
280,CA-2017-156748,BS-11755,FUR-CH-10000513,280,"389,97"
281,CA-2017-143406,LR-17035,FUR-CH-10000513,281,"454,965"
282,CA-2016-124499,FM-14380,FUR-CH-10000513,282,"389,97"
283,CA-2018-129378,NS-18505,FUR-CH-10000553,283,"108,608"
284,CA-2016-122623,CC-12145,FUR-CH-10000553,284,"47,516"
285,CA-2018-155292,RD-19810,FUR-CH-10000553,285,"33,94"
286,CA-2015-116190,SG-20470,FUR-CH-10000553,286,"67,88"
287,CA-2017-116596,BW-11200,FUR-CH-10000553,287,"427,644"
288,CA-2016-102848,KB-16240,FUR-CH-10000595,288,"190,72"
289,US-2015-157385,SC-20095,FUR-CH-10000595,289,"381,44"
290,CA-2016-114069,ND-18370,FUR-CH-10000595,290,"1931,04"
291,CA-2018-108441,SB-20170,FUR-CH-10000595,291,"858,24"
292,CA-2018-141733,RW-19540,FUR-CH-10000595,292,"476,8"
293,CA-2016-124058,LC-16885,FUR-CH-10000595,293,"572,16"
294,CA-2016-162887,SV-20785,FUR-CH-10000595,294,"715,2"
295,CA-2015-154893,GM-14440,FUR-CH-10000595,295,"572,16"
296,CA-2018-129462,JE-15745,FUR-CH-10000665,296,"301,96"
297,CA-2015-163419,TZ-21580,FUR-CH-10000665,297,"603,92"
298,US-2017-133879,KT-16465,FUR-CH-10000665,298,"528,43"
299,CA-2016-150791,CC-12430,FUR-CH-10000665,299,"271,764"
300,CA-2018-142034,KB-16240,FUR-CH-10000665,300,"603,92"
301,US-2018-167318,GZ-14545,FUR-CH-10000665,301,"362,352"
302,CA-2017-102813,EA-14035,FUR-CH-10000665,302,"528,43"
303,CA-2018-122308,MV-17485,FUR-CH-10000665,303,"271,764"
304,CA-2018-130141,HA-14905,FUR-CH-10000749,304,"579,136"
305,CA-2015-151330,TC-21295,FUR-CH-10000749,305,"1628,82"
306,CA-2018-144904,KW-16435,FUR-CH-10000785,306,"488,646"
307,CA-2018-166436,TS-21370,FUR-CH-10000785,307,"977,292"
308,CA-2018-157931,MO-17800,FUR-CH-10000785,308,"723,92"
309,CA-2017-159940,BF-11020,FUR-CH-10000785,309,"253,372"
310,US-2017-167339,TD-20995,FUR-CH-10000785,310,"1013,488"
311,CA-2016-168564,TT-21220,FUR-CH-10000785,311,"144,784"
312,CA-2018-111815,EP-13915,FUR-CH-10000785,312,"180,98"
313,CA-2016-117800,TH-21550,FUR-CH-10000785,313,"542,94"
314,CA-2017-121370,EB-14110,FUR-CH-10000785,314,"380,058"
315,US-2016-138093,KM-16225,FUR-CH-10000785,315,"542,94"
316,CA-2018-128944,KH-16330,FUR-CH-10000785,316,"760,116"
317,CA-2018-139199,DK-12835,FUR-CH-10000847,317,"872,94"
318,CA-2015-105984,MY-18295,FUR-CH-10000847,318,"611,058"
319,CA-2017-120873,BW-11200,FUR-CH-10000847,319,"290,98"
320,CA-2017-105081,JE-15715,FUR-CH-10000847,320,"698,352"
321,CA-2017-123540,DJ-13420,FUR-CH-10000847,321,"1454,9"
322,CA-2018-126914,JE-15715,FUR-CH-10000847,13,"698,352"
323,CA-2018-140088,PO-18865,FUR-CH-10000863,323,"301,96"
324,US-2015-157385,SC-20095,FUR-CH-10000863,289,"603,92"
325,CA-2018-112725,EH-14125,FUR-CH-10000863,325,"120,784"
326,CA-2017-115378,AJ-10945,FUR-CH-10000863,326,"301,96"
327,CA-2015-113880,VF-21715,FUR-CH-10000863,327,"634,116"
328,CA-2016-111339,VP-21760,FUR-CH-10000863,328,"317,058"
329,CA-2016-143147,PS-18760,FUR-CH-10000863,329,"105,686"
330,CA-2017-157763,KH-16330,FUR-CH-10000988,330,"140,81"
331,CA-2017-119165,BD-11320,FUR-CH-10000988,331,"492,835"
332,CA-2015-158029,HF-14995,FUR-CH-10000988,5,"225,296"
333,CA-2017-154690,CC-12370,FUR-CH-10000988,333,"225,296"
334,CA-2016-153381,DE-13255,FUR-CH-10000988,334,"1408,1"
335,CA-2015-153913,KB-16585,FUR-CH-10000988,335,"1013,832"
336,CA-2015-168130,BS-11365,FUR-CH-10000988,336,"887,103"
337,CA-2015-105270,AP-10915,FUR-CH-10000988,337,"112,648"
338,CA-2017-100944,EH-13765,FUR-CH-10000988,338,"563,24"
339,CA-2018-145429,SW-20455,FUR-CH-10000988,339,"225,296"
340,US-2016-164175,PS-18970,FUR-CH-10001146,340,"213,115"
341,CA-2017-157686,BD-11620,FUR-CH-10001146,341,"194,848"
342,US-2015-167738,JC-16105,FUR-CH-10001146,342,"292,272"
343,CA-2016-109512,LF-17185,FUR-CH-10001146,343,"383,607"
344,CA-2018-163510,JW-15955,FUR-CH-10001146,344,"304,45"
345,CA-2015-110219,EB-13870,FUR-CH-10001146,345,"127,869"
346,CA-2017-101693,LC-17140,FUR-CH-10001146,346,"85,246"
347,CA-2017-162159,CR-12625,FUR-CH-10001146,347,"121,78"
348,CA-2015-168368,GA-14725,FUR-CH-10001146,348,"60,89"
349,US-2017-125969,LS-16975,FUR-CH-10001147,349,"81,424"
350,US-2018-101784,PO-18850,FUR-CH-10001147,350,"122,136"
351,CA-2017-158778,DB-13210,FUR-CH-10001147,250,"71,246"
352,CA-2017-146325,DS-13180,FUR-CH-10001147,352,"81,424"
353,US-2018-118556,TH-21235,FUR-CH-10001147,353,"106,869"
354,CA-2017-114972,PF-19225,FUR-CH-10001190,354,"217,584"
355,US-2017-166660,TB-21250,FUR-CH-10001190,12,"435,168"
356,CA-2018-131807,GG-14650,FUR-CH-10001190,356,"435,168"
357,US-2017-105578,MY-17380,FUR-CH-10001215,357,"801,568"
358,US-2017-156097,EH-14125,FUR-CH-10001215,358,"701,372"
359,CA-2015-116932,ME-18010,FUR-CH-10001215,359,"801,568"
360,CA-2017-128594,DJ-13510,FUR-CH-10001215,360,"1603,136"
361,CA-2018-122490,TT-21070,FUR-CH-10001215,361,"2404,704"
362,CA-2017-152247,MA-17995,FUR-CH-10001215,362,"1603,136"
363,CA-2017-133935,JW-15220,FUR-CH-10001215,363,"801,568"
364,CA-2018-100111,SV-20365,FUR-CH-10001215,364,"2254,41"
365,CA-2016-137113,TW-21025,FUR-CH-10001215,365,"2003,92"
366,CA-2017-113621,JE-15745,FUR-CH-10001270,366,"172,5"
367,CA-2016-143119,MC-17275,FUR-CH-10001270,367,"517,5"
368,CA-2016-131422,GB-14530,FUR-CH-10001270,368,207
369,US-2018-158526,KH-16360,FUR-CH-10001270,369,"258,75"
370,CA-2015-131009,SC-20380,FUR-CH-10001270,370,"362,25"
371,CA-2018-134810,MC-17605,FUR-CH-10001270,371,207
372,CA-2017-163048,MH-17440,FUR-CH-10001270,372,"241,5"
373,CA-2016-157287,HR-14830,FUR-CH-10001270,373,"422,625"
374,CA-2015-140858,CA-12775,FUR-CH-10001394,374,"1228,465"
375,US-2018-120418,BC-11125,FUR-CH-10001394,375,"280,792"
376,US-2017-163881,SP-20860,FUR-CH-10001394,376,"1684,752"
377,CA-2017-120355,MM-17260,FUR-CH-10001394,377,"631,782"
378,CA-2018-128734,JL-15175,FUR-CH-10001394,378,"842,376"
379,CA-2015-107811,LA-16780,FUR-CH-10001394,379,"561,584"
380,CA-2015-125997,MW-18220,FUR-CH-10001394,76,"631,782"
381,CA-2016-168004,DJ-13420,FUR-CH-10001482,381,"392,94"
382,CA-2015-148040,BF-11275,FUR-CH-10001482,382,"314,352"
383,CA-2018-103499,ES-14020,FUR-CH-10001482,383,"209,568"
384,CA-2018-145702,AH-10075,FUR-CH-10001482,384,"314,352"
385,CA-2018-137785,MH-18115,FUR-CH-10001482,385,"458,43"
